name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,sunshine
London,2020-12-05,8.1,4.0,5.5,5.2,0.6,2.7,2.0,78.2,0.001,100,4.17,rain,0.0,0.0,42.5,18.7,102.9,991.2,71.3,35.8,23.9,2.0,2,,2020-12-05T07:49:44,2020-12-05T15:52:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-12-06,5.6,2.1,4.0,4.5,0.4,2.1,1.9,86.2,1.991,100,8.33,rain,0.0,0.0,,12.8,8.3,1001.6,78.1,10.2,14.1,1.1,1,,2020-12-06T07:50:57,2020-12-06T15:52:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-12-07,3.6,1.0,2.3,3.5,-1.0,1.5,1.4,93.7,0.001,100,4.17,rain,0.0,0.0,,6.6,22.7,999.2,94.4,1.7,10.5,0.9,1,,2020-12-07T07:52:09,2020-12-07T15:52:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-12-08,4.1,1.6,2.9,3.1,0.5,2.1,2.0,93.8,0.614,100,8.33,rain,0.0,0.0,,8.3,243.6,1003.3,79.6,3.5,17.7,1.5,1,,2020-12-08T07:53:18,2020-12-08T15:51:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-12-09,7.0,4.5,5.6,5.0,2.0,3.2,3.6,87.2,1.994,100,4.17,rain,0.0,0.0,,14.2,236.4,1005.8,92.5,19.0,16.6,1.2,1,,2020-12-09T07:54:24,2020-12-09T15:51:33,0.82,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,F6665,D4121,03772099999,03770099999",8.0
London,2020-12-10,7.6,6.0,6.9,6.1,3.0,4.3,4.6,85.0,0.0,0,0.0,,0.0,0.0,,19.0,135.3,999.2,95.5,18.1,8.7,0.6,0,,2020-12-10T07:55:28,2020-12-10T15:51:25,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",7.9
London,2020-12-11,11.1,7.6,9.1,11.1,5.5,8.2,8.2,93.6,7.576,100,16.67,rain,0.0,0.0,,18.5,201.7,987.1,79.9,11.6,13.5,1.0,1,,2020-12-11T07:56:30,2020-12-11T15:51:19,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",7.9
London,2020-12-12,9.6,3.1,7.8,7.6,0.5,5.6,5.4,85.3,0.001,100,4.17,rain,0.0,0.0,,20.5,281.5,999.0,72.5,24.6,12.6,1.3,1,,2020-12-12T07:57:28,2020-12-12T15:51:18,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-13,11.6,2.1,7.4,11.6,0.6,5.9,6.2,92.2,1.996,100,4.17,rain,0.0,0.0,48.2,23.9,174.8,1002.4,84.8,13.6,9.1,0.6,1,,2020-12-13T07:58:24,2020-12-13T15:51:20,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",7.9
London,2020-12-14,12.6,8.6,10.5,12.6,6.5,9.7,8.5,88.1,13.761,100,16.67,rain,0.0,0.0,59.4,27.3,202.2,999.2,69.1,17.1,16.9,1.4,1,,2020-12-14T07:59:17,2020-12-14T15:51:25,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-15,11.6,8.1,9.3,11.6,6.4,8.0,7.2,86.9,2.194,100,8.33,rain,0.0,0.0,,18.3,186.4,1005.7,39.8,20.6,20.3,1.7,2,,2020-12-15T08:00:07,2020-12-15T15:51:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-16,11.0,8.0,9.3,11.0,6.1,7.8,7.0,85.4,2.013,100,4.17,rain,0.0,0.0,38.9,22.9,166.3,1007.3,83.6,25.7,21.7,1.9,1,,2020-12-16T08:00:55,2020-12-16T15:51:45,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-17,11.5,6.6,9.4,11.5,4.3,8.3,7.0,85.2,0.199,100,4.17,rain,0.0,0.0,,23.8,207.5,1013.9,49.9,24.3,21.7,1.8,1,,2020-12-17T08:01:39,2020-12-17T15:52:01,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-18,12.1,11.0,11.5,12.1,11.0,11.5,9.5,87.2,0.415,100,12.5,rain,0.0,0.0,49.8,30.0,188.1,1010.7,93.7,14.3,10.3,0.7,0,,2020-12-18T08:02:20,2020-12-18T15:52:20,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",7.8
London,2020-12-19,12.5,7.6,10.4,12.5,5.1,9.8,7.6,82.7,1.638,100,16.67,rain,0.0,0.0,48.2,26.6,197.3,1005.1,62.8,18.3,15.8,1.4,1,,2020-12-19T08:02:58,2020-12-19T15:52:42,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-20,10.1,6.1,8.1,10.1,3.6,6.0,5.3,82.8,5.779,100,12.5,rain,0.0,0.0,35.3,21.3,209.4,1012.6,46.7,28.0,22.5,1.9,1,,2020-12-20T08:03:33,2020-12-20T15:53:08,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-21,13.6,7.0,11.1,13.6,5.0,10.3,9.9,91.7,2.014,100,8.33,rain,0.0,0.0,48.2,25.7,200.4,1006.7,92.6,17.1,6.6,0.6,0,,2020-12-21T08:04:05,2020-12-21T15:53:36,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-22,14.0,10.2,11.7,14.0,10.2,11.7,9.6,87.3,2.001,100,8.33,rain,0.0,0.0,56.3,29.8,245.1,1010.4,85.8,27.7,10.4,0.8,1,,2020-12-22T08:04:33,2020-12-22T15:54:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-23,13.1,9.0,11.3,13.1,6.7,11.1,9.9,91.2,2.999,100,8.33,rain,0.0,0.0,46.4,22.7,195.3,1005.0,81.0,20.7,11.8,1.0,1,,2020-12-23T08:04:58,2020-12-23T15:54:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-24,7.6,3.1,5.3,3.9,-1.4,1.4,1.5,76.4,1.992,100,8.33,rain,0.0,0.0,53.4,27.1,349.6,1020.7,60.1,40.0,23.3,2.0,2,,2020-12-24T08:05:20,2020-12-24T15:55:23,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",7.8
London,2020-12-25,4.6,1.5,2.7,1.3,-1.9,-0.4,-1.6,73.8,0.0,0,0.0,,0.0,0.0,,18.0,312.9,1030.8,53.0,43.1,15.0,1.4,1,,2020-12-25T08:05:38,2020-12-25T15:56:05,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-26,10.6,1.1,6.7,10.6,-1.8,4.7,4.3,84.3,0.0,0,0.0,,0.0,0.0,64.6,41.3,226.9,1016.2,75.7,37.1,14.2,1.2,1,,2020-12-26T08:05:54,2020-12-26T15:56:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2020-12-27,10.1,2.1,6.4,10.1,0.5,3.5,3.6,82.1,16.947,100,12.5,rain,0.0,0.0,81.0,45.0,235.6,977.6,52.7,23.2,18.3,1.5,1,,2020-12-27T08:06:05,2020-12-27T15:57:38,0.41,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-28,3.6,0.6,2.4,3.1,-2.2,0.2,1.1,91.2,0.001,100,4.17,rain,0.0,0.0,,15.2,9.1,974.6,77.5,12.7,16.2,1.3,1,,2020-12-28T08:06:14,2020-12-28T15:58:29,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-29,4.6,1.5,3.0,2.6,-2.1,0.4,0.7,84.9,0.0,0,0.0,,0.0,0.0,,13.6,312.0,990.0,96.3,13.7,11.8,1.0,1,,2020-12-29T08:06:19,2020-12-29T15:59:23,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-30,5.0,0.0,2.1,3.1,-3.4,0.1,0.4,88.8,0.001,100,4.17,rain,0.0,0.0,,13.1,271.1,1002.4,64.8,19.9,24.1,2.2,1,,2020-12-30T08:06:21,2020-12-30T16:00:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-12-31,2.1,-1.0,0.7,1.6,-4.5,-1.6,-1.0,88.4,0.0,0,0.0,,0.0,0.0,,10.9,317.7,1005.6,88.4,7.8,14.3,1.3,1,,2020-12-31T08:06:19,2020-12-31T16:01:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2021-01-01,5.0,-0.5,2.0,3.1,-3.5,-0.1,0.7,91.0,0.002,100,4.17,rain,0.0,0.0,,10.1,303.6,1011.4,98.4,4.6,10.9,1.0,0,,2021-01-01T08:06:14,2021-01-01T16:02:22,0.58,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2021-01-02,5.1,1.5,3.7,3.2,-1.3,1.6,1.0,82.5,0.603,100,8.33,rain,0.0,0.0,,11.9,345.5,1015.8,83.0,19.2,15.0,1.3,1,,2021-01-02T08:06:05,2021-01-02T16:03:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2021-01-03,6.0,1.1,3.8,3.5,-2.3,0.9,1.6,86.0,1.985,100,4.17,rain,0.0,0.0,,16.9,32.4,1017.4,90.3,15.6,15.1,1.3,1,,2021-01-03T08:05:54,2021-01-03T16:04:36,0.65,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2021-01-04,5.6,3.5,4.2,1.5,-0.6,0.2,1.3,81.4,0.21,100,12.5,rain,0.0,0.0,51.8,25.8,37.1,1019.2,81.9,23.8,7.5,0.6,0,,2021-01-04T08:05:38,2021-01-04T16:05:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2021-01-05,4.6,2.5,3.7,0.9,-1.7,-0.3,1.0,82.4,0.994,100,8.33,rain,0.0,0.0,35.3,21.2,27.2,1019.9,78.0,24.2,9.9,0.7,1,,2021-01-05T08:05:20,2021-01-05T16:06:59,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2021-01-06,5.6,2.0,4.0,3.0,-0.2,1.2,1.4,83.0,0.435,100,12.5,rain,0.0,0.0,,17.5,24.2,1019.4,68.1,19.6,18.9,1.6,1,,2021-01-06T08:04:58,2021-01-06T16:08:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.1
London,2021-01-07,3.1,-1.0,1.0,0.0,-4.2,-1.8,-0.8,87.5,0.0,0,0.0,,0.0,0.0,,12.6,294.3,1018.4,76.2,7.7,18.3,1.6,1,,2021-01-07T08:04:33,2021-01-07T16:09:32,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.1
London,2021-01-08,2.5,-1.0,0.6,2.5,-3.6,-1.2,-0.8,90.4,0.0,0,0.0,,0.0,0.0,,11.1,48.6,1018.5,95.4,5.5,10.6,0.8,1,,2021-01-08T08:04:05,2021-01-08T16:10:52,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.1
London,2021-01-09,4.5,-1.2,1.1,4.1,-3.6,-0.1,-0.5,89.3,0.0,0,0.0,,0.0,0.0,,9.8,352.8,1026.2,72.5,4.7,18.6,1.5,1,,2021-01-09T08:03:34,2021-01-09T16:12:14,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.1
London,2021-01-10,3.6,-1.7,1.0,1.4,-4.8,-1.8,-0.1,92.8,0.0,0,0.0,,0.0,0.0,,11.3,264.1,1025.9,99.1,4.7,15.9,1.3,1,,2021-01-10T08:02:59,2021-01-10T16:13:38,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.2
London,2021-01-11,9.0,3.6,6.7,5.3,1.0,3.4,4.1,83.9,0.0,0,0.0,,0.0,0.0,53.8,33.2,253.0,1017.8,94.7,25.0,21.2,1.7,1,,2021-01-11T08:02:22,2021-01-11T16:15:04,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.2
London,2021-01-12,9.5,2.5,6.8,6.9,1.8,4.7,4.6,85.9,7.99,100,12.5,rain,0.0,0.0,40.7,27.7,289.4,1014.0,83.6,17.6,13.4,1.1,1,,2021-01-12T08:01:41,2021-01-12T16:16:32,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.2
London,2021-01-13,9.6,1.1,6.1,7.3,1.1,4.3,5.4,95.2,1.995,100,8.33,rain,0.0,0.0,,19.0,256.4,1018.3,93.9,6.9,9.8,0.7,0,,2021-01-13T08:00:57,2021-01-13T16:18:02,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",8.3
London,2021-01-14,9.1,2.6,5.0,7.2,-1.1,2.3,4.1,94.3,27.515,100,12.5,rain,0.0,0.0,,16.0,41.3,1016.5,94.4,7.5,7.0,0.5,0,,2021-01-14T08:00:10,2021-01-14T16:19:34,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.3
London,2021-01-15,4.1,1.1,2.4,4.1,-1.8,1.0,0.3,86.3,0.398,100,4.17,rain,0.0,0.0,,13.2,357.5,1029.6,62.4,9.2,18.5,1.8,1,,2021-01-15T07:59:21,2021-01-15T16:21:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",8.4
London,2021-01-16,7.2,1.6,4.9,5.4,-2.8,1.7,3.0,87.8,5.017,100,8.33,rain,0.0,0.0,46.4,22.4,214.3,1020.0,88.8,19.9,9.8,0.8,1,,2021-01-16T07:58:28,2021-01-16T16:22:41,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.4
London,2021-01-17,8.0,3.1,5.7,5.3,0.5,3.0,2.1,78.3,0.0,0,0.0,,0.0,0.0,31.7,19.6,287.4,1023.4,60.9,24.8,34.1,2.8,2,,2021-01-17T07:57:33,2021-01-17T16:24:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",8.4
London,2021-01-18,8.6,2.5,5.3,5.4,-0.9,2.6,3.5,88.3,0.001,100,4.17,rain,0.0,0.0,44.6,24.9,223.8,1021.2,64.8,19.0,25.0,2.1,1,,2021-01-18T07:56:35,2021-01-18T16:25:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",8.5
London,2021-01-19,11.6,9.1,10.6,11.6,6.2,10.1,8.3,85.6,0.009,100,12.5,rain,0.0,0.0,57.6,31.7,227.4,1004.1,93.7,17.2,15.8,1.4,1,,2021-01-19T07:55:34,2021-01-19T16:27:34,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",8.5
London,2021-01-20,10.6,9.3,10.2,10.6,5.5,9.3,8.1,86.8,0.434,100,16.67,rain,0.0,0.0,62.8,34.8,202.2,987.5,94.5,10.0,6.9,0.6,0,,2021-01-20T07:54:30,2021-01-20T16:29:14,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.6
London,2021-01-21,8.8,4.3,6.6,6.0,-0.4,3.1,2.4,74.7,3.018,100,8.33,rain,0.0,0.0,64.9,39.4,241.7,984.6,50.8,31.1,32.5,2.8,2,,2021-01-21T07:53:24,2021-01-21T16:30:55,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.6
London,2021-01-22,7.1,0.5,4.0,5.7,-2.8,1.2,1.2,82.9,0.001,100,4.17,rain,0.0,0.0,,16.2,247.8,992.1,29.2,26.8,32.0,2.8,2,,2021-01-22T07:52:15,2021-01-22T16:32:37,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.7
London,2021-01-23,4.5,-0.2,2.1,2.0,-2.8,0.0,0.0,86.5,0.599,100,4.17,rain,0.0,0.0,,15.3,289.7,995.5,57.9,21.8,24.7,2.1,1,,2021-01-23T07:51:03,2021-01-23T16:34:20,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.7
London,2021-01-24,2.0,-2.0,0.6,1.6,-4.4,-2.0,-0.7,91.0,2.993,100,4.17,"rain,snow",1.8,1.0,,13.9,328.4,996.9,71.3,17.4,10.6,1.1,0,,2021-01-24T07:49:49,2021-01-24T16:36:04,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,D4121,03772099999,03770099999",8.8
London,2021-01-25,5.1,-1.2,1.7,1.6,-3.8,-1.6,-1.7,78.2,0.201,100,12.5,"rain,snow",0.2,1.8,,17.6,292.5,1009.5,19.9,23.0,35.5,3.2,2,,2021-01-25T07:48:33,2021-01-25T16:37:49,0.39,"Snow, Rain",Clear conditions throughout the day with rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.8
London,2021-01-26,6.6,-0.5,3.0,4.0,-3.6,0.6,1.4,89.5,0.602,100,8.33,rain,0.0,0.7,,21.9,205.7,1015.8,70.4,17.8,20.0,1.7,1,,2021-01-26T07:47:14,2021-01-26T16:39:35,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.9
London,2021-01-27,9.6,6.6,8.3,8.8,4.6,6.9,7.6,95.3,1.201,100,8.33,rain,0.0,0.0,,12.2,244.1,1011.0,93.7,6.2,18.0,1.5,1,,2021-01-27T07:45:53,2021-01-27T16:41:21,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.9
London,2021-01-28,13.0,8.6,10.9,13.0,6.9,10.5,9.2,89.7,18.561,100,16.67,rain,0.0,0.0,50.0,29.8,242.5,1001.5,89.3,15.7,24.1,2.1,1,,2021-01-28T07:44:30,2021-01-28T16:43:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",9.0
London,2021-01-29,11.1,7.2,9.5,11.1,5.1,8.1,7.1,84.9,11.984,100,12.5,rain,0.0,0.0,42.5,28.9,262.1,998.3,77.2,19.8,22.1,1.9,1,,2021-01-29T07:43:04,2021-01-29T16:44:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.0
London,2021-01-30,8.0,3.6,5.4,7.2,-1.5,1.9,3.6,88.9,12.601,100,16.67,rain,0.0,0.0,52.2,28.1,80.5,997.7,94.7,12.0,10.0,0.8,0,,2021-01-30T07:41:37,2021-01-30T16:46:43,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.1
London,2021-01-31,4.1,1.6,3.1,1.3,-1.5,-0.1,0.0,80.5,1.001,100,4.17,rain,0.0,0.0,,19.8,75.7,997.8,69.7,17.9,23.1,1.8,1,,2021-01-31T07:40:07,2021-01-31T16:48:32,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",9.1
London,2021-02-01,4.6,3.6,4.1,4.0,0.9,2.0,2.3,88.3,0.4,100,4.17,rain,0.0,0.0,,11.6,19.2,996.8,99.6,7.4,11.5,0.9,1,,2021-02-01T07:38:35,2021-02-01T16:50:21,0.63,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",9.2
London,2021-02-02,13.1,4.0,9.2,13.1,0.8,8.3,7.2,87.4,5.589,100,12.5,rain,0.0,0.0,46.9,24.3,208.6,994.6,87.0,9.8,35.2,3.0,2,,2021-02-02T07:37:01,2021-02-02T16:52:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.3
London,2021-02-03,10.5,6.1,8.6,10.5,3.6,7.2,5.7,81.9,1.008,100,8.33,rain,0.0,0.0,,23.0,247.8,996.5,69.4,17.9,18.4,1.5,1,,2021-02-03T07:35:26,2021-02-03T16:53:59,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.3
London,2021-02-04,9.1,4.0,7.0,7.4,2.6,5.7,5.9,92.7,3.994,100,8.33,rain,0.0,0.0,,15.0,155.2,1008.2,69.9,10.7,24.2,2.0,2,,2021-02-04T07:33:48,2021-02-04T16:55:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.4
London,2021-02-05,11.1,6.5,8.3,11.1,5.2,7.2,5.9,85.4,7.984,100,8.33,rain,0.0,0.0,,15.7,195.8,1008.1,72.3,18.4,53.0,4.6,3,,2021-02-05T07:32:09,2021-02-05T16:57:39,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.4
London,2021-02-06,8.1,5.0,6.8,7.0,1.3,5.4,5.0,88.7,2.192,100,12.5,rain,0.0,0.0,,18.6,27.5,1006.6,86.4,13.1,30.6,2.5,2,,2021-02-06T07:30:28,2021-02-06T16:59:29,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",9.5
London,2021-02-07,4.5,-0.5,1.8,0.7,-6.5,-3.4,-0.8,82.8,7.783,100,12.5,"rain,snow",0.0,0.0,57.6,26.7,29.8,1004.1,89.7,12.3,19.1,1.5,1,,2021-02-07T07:28:45,2021-02-07T17:01:19,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.5
London,2021-02-08,-0.2,-1.5,-0.8,-4.7,-7.5,-6.3,-4.0,79.4,0.0,0,0.0,,0.0,0.0,55.3,26.6,41.1,1003.5,89.8,14.6,11.1,0.8,0,,2021-02-08T07:27:00,2021-02-08T17:03:09,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.6
London,2021-02-09,0.6,-1.0,-0.1,-4.1,-6.1,-4.8,-3.4,78.6,0.0,0,0.0,,0.0,0.0,51.8,22.7,71.7,1006.8,89.7,19.0,19.3,1.5,1,,2021-02-09T07:25:14,2021-02-09T17:04:59,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,03680099999,EGLL,D5621,03672099999,03781099999,EGLC,03772099999,03770099999",9.7
London,2021-02-10,2.0,-1.7,0.3,1.1,-5.1,-3.5,-4.8,69.0,0.0,0,0.0,,0.0,0.0,,26.3,51.2,1012.1,58.0,20.8,50.7,4.3,2,,2021-02-10T07:23:26,2021-02-10T17:06:49,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,EGWU,03680099999,EGLL,D5621,03672099999,03781099999,EGLC,03772099999,03770099999",9.7
